from,to,time (ms),mem (kb),order_min,order_max,order_median,size_min,size_max,size_median,density_min,density_max,density_median
11642,11652,22860,2125792,42,42,42.0,69,69,69.0,0.08013937282229965,0.08013937282229965,0.08013937282229965
11652,11662,22400,2127072,42,42,42.0,69,69,69.0,0.08013937282229965,0.08013937282229965,0.08013937282229965
11662,11672,22470,2127072,42,42,42.0,69,69,69.0,0.08013937282229965,0.08013937282229965,0.08013937282229965
11672,11682,22200,2126044,42,42,42.0,69,69,69.0,0.08013937282229965,0.08013937282229965,0.08013937282229965
11682,11692,21930,2126300,42,43,42.0,69,69,69.0,0.07641196013289037,0.08013937282229965,0.08013937282229965
11692,11702,22340,2128352,43,46,43.0,69,69,69.0,0.06666666666666667,0.07641196013289037,0.07641196013289037
11702,11712,23070,2128348,43,46,46.0,69,69,69.0,0.06666666666666667,0.07641196013289037,0.06666666666666667
11712,11722,23440,2128352,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11722,11732,22500,2128260,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11732,11742,22690,2128352,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11742,11752,22740,2129120,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11752,11762,23190,2128864,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11762,11772,22630,2128864,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11772,11782,23790,2128784,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11782,11792,22660,2128860,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11792,11802,23270,2128860,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11802,11812,19850,2128604,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11812,11822,21060,2128608,23,46,46.0,69,69,69.0,0.06666666666666667,0.2727272727272727,0.06666666666666667
11822,11832,23090,2128608,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11832,11842,23070,2129116,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11842,11852,21430,2127072,20,46,41.0,69,69,69.0,0.06666666666666667,0.3631578947368421,0.08809523809523809
11852,11862,22020,2128092,43,46,43.0,69,69,69.0,0.06666666666666667,0.07641196013289037,0.07641196013289037
11862,11872,22730,2127328,42,43,43.0,69,69,69.0,0.07641196013289037,0.08013937282229965,0.07641196013289037
11872,11882,21740,2125792,42,42,42.0,69,69,69.0,0.08013937282229965,0.08013937282229965,0.08013937282229965
11882,11892,22290,2126560,42,42,42.0,69,69,69.0,0.08013937282229965,0.08013937282229965,0.08013937282229965
11892,11902,22290,2128096,42,46,42.0,69,69,69.0,0.06666666666666667,0.08013937282229965,0.08013937282229965
11902,11912,21980,2127584,42,46,42.0,69,69,69.0,0.06666666666666667,0.08013937282229965,0.08013937282229965
11912,11922,22450,2127580,25,46,42.0,69,69,69.0,0.06666666666666667,0.23,0.08013937282229965
11922,11932,22700,2127072,42,46,42.0,69,69,69.0,0.06666666666666667,0.08013937282229965,0.08013937282229965
11932,11942,22640,2127584,42,46,46.0,69,69,69.0,0.06666666666666667,0.08013937282229965,0.06666666666666667
11942,11952,19820,2128608,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11952,11962,22800,2128868,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11962,11972,23400,2129120,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11972,11982,23030,2128608,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11982,11992,23140,2128864,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
11992,12002,22790,2128608,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
12002,12012,22400,2128860,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
12012,12022,22690,2128864,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
12022,12032,22470,2128608,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
12032,12042,23490,2129120,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
12042,12052,22670,2128096,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
12052,12062,22660,2127584,19,46,46.0,69,69,69.0,0.06666666666666667,0.40350877192982454,0.06666666666666667
12062,12072,22770,2127068,46,46,46.0,69,69,69.0,0.06666666666666667,0.06666666666666667,0.06666666666666667
12072,12082,22430,2130400,43,46,44.5,69,70,69.5,0.06666666666666667,0.07751937984496124,0.07209302325581396
12082,12092,22400,2130644,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12092,12102,22640,2130404,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12102,12112,22960,2130400,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12112,12122,23190,2130144,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12122,12132,22850,2129632,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12132,12142,23270,2129884,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12142,12152,23180,2130144,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12152,12162,22600,2129368,23,43,43.0,70,70,70.0,0.07751937984496124,0.2766798418972332,0.07751937984496124
12162,12172,23000,2129632,20,43,43.0,70,70,70.0,0.07751937984496124,0.3684210526315789,0.07751937984496124
12172,12182,21920,2129628,23,43,43.0,70,70,70.0,0.07751937984496124,0.2766798418972332,0.07751937984496124
12182,12192,22870,2127580,36,43,43.0,70,70,70.0,0.07751937984496124,0.1111111111111111,0.07751937984496124
12192,12202,22550,2128092,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12202,12212,22780,2128864,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12212,12222,22830,2129632,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12222,12232,20140,2130140,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12232,12242,22660,2129372,23,43,43.0,70,70,70.0,0.07751937984496124,0.2766798418972332,0.07751937984496124
12242,12252,22420,2129632,22,43,43.0,70,70,70.0,0.07751937984496124,0.30303030303030304,0.07751937984496124
12252,12262,22290,2130656,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12262,12272,21930,2127328,22,43,43.0,70,70,70.0,0.07751937984496124,0.30303030303030304,0.07751937984496124
12272,12282,23020,2129884,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12282,12292,21540,2130392,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12292,12302,22770,2130400,19,43,43.0,70,70,70.0,0.07751937984496124,0.4093567251461988,0.07751937984496124
12302,12312,22280,2128860,19,43,43.0,70,70,70.0,0.07751937984496124,0.4093567251461988,0.07751937984496124
12312,12322,18540,2130396,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12322,12332,22020,2129116,19,43,43.0,70,70,70.0,0.07751937984496124,0.4093567251461988,0.07751937984496124
12332,12342,18060,2129832,19,43,43.0,70,70,70.0,0.07751937984496124,0.4093567251461988,0.07751937984496124
12342,12352,23430,2129632,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12352,12362,22260,2130144,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12362,12372,22200,2130396,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12372,12382,22110,2129376,19,43,43.0,70,70,70.0,0.07751937984496124,0.4093567251461988,0.07751937984496124
12382,12392,22330,2129628,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12392,12402,22040,2130144,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12402,12412,22990,2130400,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12412,12422,22580,2129632,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12422,12432,22650,2130144,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12432,12442,22340,2128892,23,43,43.0,70,70,70.0,0.07751937984496124,0.2766798418972332,0.07751937984496124
12442,12452,23070,2130656,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12452,12462,22450,2130144,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12462,12472,23170,2129628,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12472,12482,22900,2129888,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12482,12492,23060,2128608,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12492,12502,22740,2130140,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12502,12512,23220,2130400,43,43,43.0,70,70,70.0,0.07751937984496124,0.07751937984496124,0.07751937984496124
12512,12522,21870,2125020,21,43,43.0,70,70,70.0,0.07751937984496124,0.3333333333333333,0.07751937984496124
12522,12532,22070,2129120,19,43,43.0,70,70,70.0,0.07751937984496124,0.4093567251461988,0.07751937984496124
12532,12542,22430,2129632,23,43,43.0,70,70,70.0,0.07751937984496124,0.2766798418972332,0.07751937984496124
12542,12552,14670,2118364,19,43,22.5,70,71,71.0,0.07751937984496124,0.4152046783625731,0.2939958592132505
12552,12562,21190,2129112,19,48,42.0,71,72,72.0,0.06382978723404255,0.4152046783625731,0.08905775075987842
12562,12572,21210,2132704,22,48,37.0,72,72,72.0,0.06382978723404255,0.3116883116883117,0.14268412438625205
12572,12582,22740,2137564,26,54,48.0,72,72,72.0,0.050314465408805034,0.22153846153846155,0.06382978723404255
12582,12592,22950,2135772,26,48,48.0,72,72,72.0,0.06382978723404255,0.22153846153846155,0.06382978723404255
12592,12602,20270,2130652,16,48,26.0,72,72,72.0,0.06382978723404255,0.6,0.22153846153846155
12602,12612,22430,2135516,24,48,43.0,72,72,72.0,0.06382978723404255,0.2608695652173913,0.08312399745770406
12612,12622,21160,2132188,18,48,30.5,72,72,72.0,0.06382978723404255,0.47058823529411764,0.1844888366627497
12622,12632,19820,2103520,24,24,24.0,72,72,72.0,0.2608695652173913,0.2608695652173913,0.2608695652173913
12632,12642,16460,2103268,24,24,24.0,72,72,72.0,0.2608695652173913,0.2608695652173913,0.2608695652173913
12642,12652,17750,2102496,24,24,24.0,72,72,72.0,0.2608695652173913,0.2608695652173913,0.2608695652173913
12652,12662,19210,2103516,24,24,24.0,72,72,72.0,0.2608695652173913,0.2608695652173913,0.2608695652173913
12662,12672,22650,2129116,24,48,48.0,72,72,72.0,0.06382978723404255,0.2608695652173913,0.06382978723404255
12672,12682,21390,2133728,19,48,36.5,72,72,72.0,0.06382978723404255,0.42105263157894735,0.14407172845655733
12682,12692,20210,2118880,21,48,23.5,72,72,72.0,0.06382978723404255,0.34285714285714286,0.2727272727272727
12692,12702,21520,2128092,18,48,26.0,72,72,72.0,0.06382978723404255,0.47058823529411764,0.22153846153846155
12702,12712,17580,2132448,16,65,24.0,72,72,72.0,0.03461538461538462,0.6,0.2608695652173913
12712,12722,19590,2098656,24,24,24.0,72,72,72.0,0.2608695652173913,0.2608695652173913,0.2608695652173913
12722,12732,20190,2115296,24,48,24.0,72,72,72.0,0.06382978723404255,0.2608695652173913,0.2608695652173913
12732,12742,19400,2115296,19,48,23.5,72,72,72.0,0.06382978723404255,0.42105263157894735,0.2727272727272727
12742,12752,19200,2109664,19,42,24.0,72,72,72.0,0.08362369337979095,0.42105263157894735,0.2608695652173913
12752,12762,19540,2102496,24,24,24.0,72,72,72.0,0.2608695652173913,0.2608695652173913,0.2608695652173913
12762,12772,19540,2104544,24,24,24.0,72,72,72.0,0.2608695652173913,0.2608695652173913,0.2608695652173913
12772,12782,19620,2105824,24,26,25.0,72,72,72.0,0.22153846153846155,0.2608695652173913,0.2412040133779264
12782,12792,19390,2106080,26,26,26.0,72,72,72.0,0.22153846153846155,0.22153846153846155,0.22153846153846155
12792,12802,19840,2107872,26,26,26.0,72,73,73.0,0.22153846153846155,0.2246153846153846,0.2246153846153846
12802,12812,19410,2111456,22,26,26.0,73,73,73.0,0.2246153846153846,0.31601731601731603,0.2246153846153846
12812,12822,19710,2106076,19,26,26.0,73,73,73.0,0.2246153846153846,0.4269005847953216,0.2246153846153846
12822,12832,20340,2108128,26,26,26.0,73,73,73.0,0.2246153846153846,0.2246153846153846,0.2246153846153846
12832,12842,20110,2123996,19,47,26.0,73,73,73.0,0.06753006475485661,0.4269005847953216,0.2246153846153846
12842,12852,21550,2129884,23,47,26.0,73,73,73.0,0.06753006475485661,0.2885375494071146,0.2246153846153846
12852,12862,20870,2121692,22,47,26.0,73,73,73.0,0.06753006475485661,0.31601731601731603,0.2246153846153846
12862,12872,19310,2132192,22,47,26.0,73,73,73.0,0.06753006475485661,0.31601731601731603,0.2246153846153846
12872,12882,22080,2137056,19,47,36.5,73,73,73.0,0.06753006475485661,0.4269005847953216,0.14607272468512061
12882,12892,23200,2132448,26,47,47.0,73,73,73.0,0.06753006475485661,0.2246153846153846,0.06753006475485661
12892,12902,23940,2140376,24,47,47.0,73,73,73.0,0.06753006475485661,0.2644927536231884,0.06753006475485661
12902,12912,23500,2138080,22,47,47.0,73,74,73.0,0.06753006475485661,0.31601731601731603,0.06753006475485661
12912,12922,19360,2114780,19,39,22.0,74,74,74.0,0.09986504723346828,0.4327485380116959,0.3224355354790137
12922,12932,20200,2120160,19,38,23.5,74,74,74.0,0.10526315789473684,0.4327485380116959,0.2803030303030303
12932,12942,23090,2139356,15,50,50.0,74,75,75.0,0.061224489795918366,0.7142857142857143,0.061224489795918366
12942,12952,21560,2132448,27,50,27.0,75,75,75.0,0.061224489795918366,0.21367521367521367,0.21367521367521367
12952,12962,19820,2114272,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
12962,12972,20120,2112988,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
12972,12982,20140,2115040,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
12982,12992,20750,2114528,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
12992,13002,20720,2114016,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13002,13012,20960,2114528,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13012,13022,20960,2113756,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13022,13032,19660,2114524,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13032,13042,20270,2115552,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13042,13052,20870,2115040,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13052,13062,16930,2114012,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13062,13072,20510,2115296,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13072,13082,20920,2115552,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13082,13092,20260,2114020,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13092,13102,20840,2115296,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13102,13112,19970,2113500,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13112,13122,20930,2115292,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13122,13132,20830,2114268,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13132,13142,19800,2115808,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13142,13152,20710,2114264,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13152,13162,20930,2112992,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13162,13172,20580,2113252,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13172,13182,20940,2115040,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13182,13192,19310,2114528,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13192,13202,20790,2112988,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13202,13212,20330,2115036,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13212,13222,23320,2143964,23,50,50.0,75,75,75.0,0.061224489795918366,0.2964426877470356,0.061224489795918366
13222,13232,20850,2121952,23,38,27.0,75,75,75.0,0.10668563300142248,0.2964426877470356,0.21367521367521367
13232,13242,21640,2128348,27,50,27.0,75,75,75.0,0.061224489795918366,0.21367521367521367,0.21367521367521367
13242,13252,19830,2115040,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13252,13262,20160,2116340,27,30,27.0,75,75,75.0,0.1724137931034483,0.21367521367521367,0.21367521367521367
13262,13272,21940,2137824,27,50,33.0,75,75,75.0,0.061224489795918366,0.21367521367521367,0.15744489428699954
13272,13282,20770,2115296,22,27,27.0,75,75,75.0,0.21367521367521367,0.3246753246753247,0.21367521367521367
13282,13292,20690,2114784,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13292,13302,18900,2115808,27,30,27.0,75,75,75.0,0.1724137931034483,0.21367521367521367,0.21367521367521367
13302,13312,20230,2116064,23,27,27.0,75,75,75.0,0.21367521367521367,0.2964426877470356,0.21367521367521367
13312,13322,20490,2114528,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13322,13332,20400,2112216,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13332,13342,19550,2115292,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13342,13352,20700,2113504,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13352,13362,20000,2115040,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13362,13372,20460,2115808,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13372,13382,20520,2113620,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13382,13392,20320,2115924,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13392,13402,21040,2114784,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13402,13412,20560,2112992,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13412,13422,21180,2113500,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13422,13432,20680,2114272,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13432,13442,21040,2114272,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13442,13452,16720,2114528,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13452,13462,20150,2114268,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13462,13472,20170,2115036,24,27,27.0,75,75,75.0,0.21367521367521367,0.2717391304347826,0.21367521367521367
13472,13482,20280,2112984,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13482,13492,18970,2113756,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13492,13502,20080,2114784,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13502,13512,21060,2124768,15,50,27.0,75,75,75.0,0.061224489795918366,0.7142857142857143,0.21367521367521367
13512,13522,21410,2137308,27,49,27.0,75,75,75.0,0.06377551020408163,0.21367521367521367,0.21367521367521367
13522,13532,19030,2114272,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13532,13542,20800,2115040,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13542,13552,20480,2114784,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13552,13562,20710,2114012,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13562,13572,20710,2114016,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13572,13582,20480,2115040,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13582,13592,20270,2114232,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13592,13602,21090,2115296,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13602,13612,20130,2115296,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13612,13622,20670,2114272,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13622,13632,20350,2115552,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13632,13642,21400,2115292,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13642,13652,20060,2112736,19,27,27.0,75,75,75.0,0.21367521367521367,0.43859649122807015,0.21367521367521367
13652,13662,20360,2111456,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13662,13672,20930,2112732,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13672,13682,20720,2114524,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13682,13692,17660,2113244,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13692,13702,20500,2114528,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13702,13712,20790,2115552,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13712,13722,21560,2129376,22,50,27.0,75,75,75.0,0.061224489795918366,0.3246753246753247,0.21367521367521367
13722,13732,20340,2114776,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13732,13742,18130,2114784,27,27,27.0,75,75,75.0,0.21367521367521367,0.21367521367521367,0.21367521367521367
13742,13752,19840,2114276,23,27,27.0,75,75,75.0,0.21367521367521367,0.2964426877470356,0.21367521367521367
13752,13762,21220,2118364,20,50,27.0,75,76,75.0,0.062040816326530614,0.39473684210526316,0.21367521367521367
13762,13772,22470,2140640,19,49,35.5,76,76,76.0,0.06462585034013606,0.4444444444444444,0.18388557172090936
13772,13782,22700,2143452,19,49,31.0,76,76,76.0,0.06462585034013606,0.4444444444444444,0.2014796797405493
13782,13792,22130,2137056,23,39,29.0,76,77,76.0,0.10256410256410256,0.30039525691699603,0.1896551724137931
13792,13802,20610,2122716,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13802,13812,22220,2121440,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13812,13822,18970,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13822,13832,21360,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13832,13842,20050,2122208,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13842,13852,20980,2126812,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13852,13862,18900,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13862,13872,20970,2121440,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13872,13882,21430,2126560,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13882,13892,21620,2121948,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13892,13902,21360,2126816,22,29,29.0,77,77,77.0,0.1896551724137931,0.3333333333333333,0.1896551724137931
13902,13912,21860,2127584,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13912,13922,21640,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13922,13932,20720,2123232,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13932,13942,21170,2127068,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13942,13952,20980,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13952,13962,21370,2126556,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13962,13972,21260,2127068,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13972,13982,21580,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13982,13992,21100,2121180,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
13992,14002,21720,2119388,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14002,14012,21220,2127332,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14012,14022,20350,2120160,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14022,14032,21010,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14032,14042,21570,2122464,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14042,14052,20950,2126560,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14052,14062,21490,2121700,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14062,14072,21090,2122212,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14072,14082,20980,2127328,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14082,14092,20520,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14092,14102,21740,2126552,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14102,14112,21140,2126560,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14112,14122,20720,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14122,14132,21160,2122204,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
